step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
986,0.81487,0.81418,,
987,0.92315,0.79032,,
988,0.82476,0.78793,,
989,1.04052,0.7814,,
990,1.09284,0.75565,,
991,1.11871,0.76327,,
992,0.93132,0.77388,,
993,1.06151,0.74958,,
994,1.03538,0.76703,,
995,1.12791,0.73904,,
996,0.77356,0.81725,,
997,1.23358,0.72285,,
998,1.21887,0.74952,,
999,1.14721,0.73455,,
1000,0.89083,0.78132,,
1001,0.9752,0.76294,1.38078,0.58989
1002,1.22135,0.73964,,
1003,1.02104,0.75,,
1004,0.9661,0.77798,,
1005,1.12303,0.74095,,
1006,1.06645,0.74066,,
1007,0.87273,0.78409,,
1008,0.94142,0.77932,,
1009,0.83685,0.80403,,
1010,1.24569,0.71939,,
1011,1.18573,0.74583,,
1012,1.18258,0.73234,,
1013,0.87069,0.80372,,
1014,0.92663,0.78559,,
1015,1.15287,0.76613,,
1016,0.98876,0.76758,,
1017,0.8838,0.7935,,
1018,1.00705,0.77172,,
1019,0.95605,0.7899,,
1020,0.86573,0.79054,,
1021,0.86011,0.80556,,
1022,0.79905,0.80962,,
1023,1.11612,0.73992,,
1024,1.01815,0.75187,,
1025,1.05207,0.76271,,
1026,1.09621,0.72642,,
1027,1.04879,0.76566,,
1028,0.95012,0.76816,,
1029,1.10995,0.74454,,
1030,0.91398,0.78525,,
1031,0.76985,0.78667,,
1032,0.88569,0.77823,,
1033,1.09409,0.71336,,
1034,1.08765,0.74341,,
1035,1.04169,0.76303,,
1036,0.8015,0.80639,,
1037,0.9174,0.77528,,
1038,0.7998,0.83205,,
1039,0.95966,0.77682,,
1040,0.99551,0.77652,,
1041,1.07001,0.74155,,
1042,0.79498,0.80936,,
1043,1.14682,0.74153,,
1044,0.98,0.76701,,
1045,0.99731,0.79437,,
1046,1.02606,0.78218,,
1047,1.15231,0.74127,,
1048,1.05205,0.75463,,
1049,0.7902,0.82922,,
1050,0.96657,0.77505,,
1051,1.03801,0.75775,,
1052,0.98526,0.76972,,
1053,1.16916,0.75,,
1054,1.13427,0.76637,,
1055,0.98476,0.76639,,
1056,0.74986,0.82609,,
1057,0.8698,0.76559,,
1058,1.19013,0.74332,,
1059,1.14205,0.74642,,
1060,1.10338,0.74177,,
1061,0.9982,0.7768,,
1062,1.0135,0.75177,,
1063,0.97106,0.77139,,
1064,1.03036,0.76087,,
1065,1.40764,0.7135,,
1066,1.13112,0.76493,,
1067,1.10364,0.71848,,
1068,1.15611,0.74563,,
1069,1.05908,0.75472,,
1070,0.94721,0.76908,,
1071,1.06703,0.75385,,
1072,1.05126,0.75059,,
1073,1.14559,0.73913,,
1074,1.08425,0.71695,,
1075,0.9626,0.79356,,
1076,0.98378,0.78337,,
1077,1.23297,0.71141,,
1078,0.96066,0.76471,,
1079,0.80883,0.81057,,
1080,1.01611,0.74765,,
1081,1.1836,0.726,,
1082,1.10925,0.75328,,
1083,1.21622,0.72505,,
1084,0.89376,0.79813,,
1085,1.03701,0.75658,,
1086,1.13349,0.7566,,
1087,0.7952,0.80588,,
1088,1.04847,0.77855,,
1089,1.07887,0.7666,,
1090,1.03455,0.75983,,
1091,1.01284,0.7495,,
1092,1.24761,0.71071,,
1093,1.11727,0.73508,,
1094,1.03328,0.75943,,
1095,1.04958,0.75714,,
1096,1.14627,0.75052,,
1097,0.79055,0.81529,,
1098,1.16131,0.73013,,
1099,0.95182,0.77578,,
1100,0.94529,0.78664,,
1101,1.14078,0.71362,1.8721,0.50123
1102,1.01271,0.75632,,
1103,1.12793,0.7494,,
1104,1.15779,0.75588,,
1105,0.94155,0.80687,,
1106,1.11755,0.75,,
1107,0.93545,0.78357,,
1108,1.07572,0.76172,,
1109,1.04957,0.74855,,
1110,0.94758,0.79058,,
1111,0.98228,0.75654,,
1112,0.90112,0.79845,,
1113,0.97939,0.77821,,
1114,1.11255,0.74777,,
1115,1.09074,0.75737,,
1116,0.99197,0.75335,,
1117,1.25022,0.72692,,
1118,1.08344,0.76793,,
1119,1.10838,0.74704,,
1120,1.35825,0.72985,,
1121,0.98603,0.77333,,
1122,1.0746,0.7625,,
1123,0.99491,0.7814,,
1124,1.16628,0.74081,,
1125,1.15085,0.75356,,
1126,1.02697,0.7546,,
1127,1.01971,0.76868,,
1128,0.8634,0.79464,,
1129,0.88245,0.77755,,
1130,1.03156,0.77174,,
1131,1.24148,0.73185,,
1132,1.00993,0.77652,,
1133,1.05061,0.76483,,
1134,1.28165,0.7431,,
1135,1.21708,0.71335,,
1136,0.87656,0.81298,,
1137,0.94955,0.78831,,
1138,1.04653,0.75639,,
1139,1.3724,0.73094,,
1140,1.12421,0.74138,,
1141,1.13475,0.74539,,
1142,0.88832,0.79493,,
1143,1.07115,0.75723,,
1144,1.0796,0.75446,,
1145,1.25422,0.71826,,
1146,1.11854,0.7619,,
1147,1.4942,0.70428,,
1148,0.80638,0.79476,,
1149,0.89118,0.81373,,
1150,0.93163,0.77855,,
1151,1.25148,0.73942,,
1152,0.90058,0.78959,,
1153,0.88056,0.8,,
1154,1.02247,0.77413,,
1155,0.81552,0.79425,,
1156,1.04391,0.76321,,
1157,0.9899,0.76571,,
1158,1.11201,0.75375,,
1159,1.13003,0.71529,,
1160,1.28184,0.70748,,
1161,0.92333,0.79802,,
1162,1.16928,0.76221,,
1163,1.14298,0.76017,,
1164,0.97199,0.77835,,
1165,0.95071,0.77717,,
1166,1.0663,0.76682,,
1167,0.98705,0.79406,,
1168,0.97888,0.78373,,
1169,0.94572,0.76872,,
1170,0.70211,0.81739,,
1171,0.74431,0.84697,,
1172,0.75592,0.83023,,
1173,1.0228,0.76596,,
1174,0.84219,0.79566,,
1175,0.96645,0.77754,,
1176,1.06516,0.77331,,
1177,0.95974,0.78295,,
1178,0.64627,0.84449,,
1179,1.19185,0.74439,,
1180,1.20011,0.75571,,
1181,0.97355,0.77273,,
1182,0.9037,0.79903,,
1183,0.75962,0.81911,,
1184,0.93784,0.77586,,
1185,0.81438,0.82121,,
1186,0.65416,0.84061,,
1187,0.96099,0.77273,,
1188,1.14509,0.76562,,
1189,0.84143,0.80784,,
1190,0.87491,0.80488,,
1191,1.19902,0.74636,,
1192,0.83156,0.81867,,
1193,0.92622,0.78543,,
1194,0.88589,0.79218,,
1195,0.89262,0.80122,,
1196,0.87239,0.77543,,
1197,0.69544,0.82969,,
1198,0.73412,0.8014,,
1199,1.11924,0.7631,,
1200,1.12924,0.74769,,
1201,1.00365,0.77528,1.20514,0.59336
1202,0.75099,0.82857,,
1203,0.71796,0.8265,,
1204,0.84981,0.78826,,
1205,0.96357,0.78704,,
1206,0.87703,0.77629,,
1207,1.0342,0.77824,,
1208,1.02641,0.77542,,
1209,0.8577,0.8006,,
1210,0.8815,0.80177,,
1211,0.84074,0.77176,,
1212,1.04188,0.72775,,
1213,1.03157,0.77594,,
1214,0.82383,0.8155,,
1215,1.11907,0.74346,,
1216,1.02324,0.77547,,
1217,1.05096,0.76596,,
1218,0.67807,0.83962,,
1219,0.96107,0.78054,,
1220,0.91603,0.7954,,
1221,0.90572,0.79896,,
1222,0.99508,0.78657,,
1223,1.03556,0.73581,,
1224,0.82486,0.80778,,
1225,0.81087,0.82714,,
1226,0.65535,0.83969,,
1227,0.96557,0.78706,,
1228,1.20507,0.74067,,
1229,0.7205,0.83889,,
1230,0.92498,0.78333,,
1231,0.87413,0.79466,,
1232,0.92249,0.7983,,
1233,0.81475,0.80645,,
1234,0.69236,0.83879,,
1235,1.11476,0.75424,,
1236,1.16886,0.75046,,
1237,0.81534,0.80381,,
1238,0.86381,0.81818,,
1239,0.95308,0.77491,,
1240,0.96616,0.76092,,
1241,1.00833,0.78327,,
1242,1.35601,0.71942,,
1243,0.97531,0.79167,,
1244,0.87656,0.81092,,
1245,0.8426,0.79452,,
1246,0.74665,0.83019,,
1247,0.97937,0.7767,,
1248,0.77178,0.80269,,
1249,1.02536,0.7677,,
1250,0.96361,0.79283,,
1251,0.97036,0.78439,,
1252,0.69347,0.84604,,
1253,1.24538,0.75619,,
1254,0.85826,0.81504,,
1255,0.84282,0.79718,,
1256,1.07115,0.74947,,
1257,0.92197,0.77755,,
1258,0.92672,0.78805,,
1259,0.90944,0.77931,,
1260,0.80037,0.81276,,
1261,1.21468,0.7526,,
1262,1.15919,0.74621,,
1263,0.81257,0.79964,,
1264,0.89318,0.78608,,
1265,0.92336,0.80851,,
1266,0.93239,0.77913,,
1267,1.03573,0.77551,,
1268,0.78362,0.82824,,
1269,1.05165,0.76717,,
1270,0.95466,0.79134,,
1271,0.9783,0.77696,,
1272,1.05694,0.75388,,
1273,0.86838,0.79149,,
1274,0.81821,0.80813,,
1275,0.88698,0.81186,,
1276,0.93451,0.79065,,
1277,0.98202,0.80126,,
1278,0.99114,0.76639,,
1279,0.95888,0.7891,,
1280,0.97046,0.79029,,
1281,0.80135,0.8234,,
1282,0.98327,0.78584,,
1283,1.14828,0.75271,,
1284,1.14664,0.74486,,
1285,0.86971,0.79592,,
1286,0.9501,0.78623,,
1287,1.06345,0.78873,,
1288,1.00541,0.76483,,
1289,0.9281,0.80078,,
1290,1.16663,0.73658,,
1291,1.11684,0.74627,,
1292,0.6831,0.81705,,
1293,0.89379,0.772,,
1294,0.84755,0.79075,,
1295,0.78502,0.80739,,
1296,1.04851,0.76417,,
1297,0.97167,0.7723,,
1298,0.90333,0.80806,,
1299,0.85539,0.7973,,
1300,0.92151,0.79455,,
1301,0.88487,0.79167,1.59763,0.53539
1302,0.9768,0.76553,,
1303,0.95681,0.79805,,
1304,0.89014,0.79856,,
1305,0.82426,0.81224,,
1306,1.13308,0.7428,,
1307,0.88125,0.77448,,
1308,0.82269,0.80876,,
1309,0.84621,0.81456,,
1310,0.86905,0.78337,,
1311,0.97478,0.77273,,
1312,1.05644,0.76268,,
1313,0.84929,0.78624,,
1314,0.75862,0.804,,
1315,0.89537,0.81222,,
1316,0.92463,0.78166,,
1317,0.85052,0.78472,,
1318,0.90486,0.79694,,
1319,0.88469,0.79348,,
1320,0.97412,0.78634,,
1321,0.96211,0.78058,,
1322,0.91345,0.80444,,
1323,0.93348,0.76758,,
1324,0.96461,0.77596,,
1325,1.1026,0.75229,,
1326,0.75567,0.83836,,
1327,0.88279,0.80186,,
1328,0.85001,0.79167,,
1329,0.94756,0.76301,,
1330,1.06571,0.77087,,
1331,0.90596,0.78503,,
1332,0.80979,0.82453,,
1333,1.08636,0.75262,,
1334,1.01313,0.7849,,
1335,0.7939,0.80556,,
1336,0.78901,0.82099,,
1337,0.73828,0.82143,,
1338,0.83054,0.82554,,
1339,0.88311,0.76763,,
1340,0.9771,0.79503,,
1341,0.77227,0.81636,,
1342,0.85117,0.78395,,
1343,0.68026,0.83473,,
1344,1.20007,0.74153,,
1345,0.93945,0.78302,,
1346,1.06627,0.77756,,
1347,0.88485,0.79398,,
1348,0.89077,0.81629,,
1349,0.90004,0.78107,,
1350,0.80872,0.79298,,
1351,0.83677,0.81834,,
1352,0.77843,0.81942,,
1353,1.08599,0.7495,,
1354,0.76909,0.81682,,
1355,0.94275,0.78753,,
1356,0.97686,0.77485,,
1357,0.65875,0.85425,,
1358,0.93987,0.81062,,
1359,0.8921,0.80042,,
1360,1.17034,0.75314,,
1361,0.61466,0.8656,,
1362,0.71835,0.8431,,
1363,1.08189,0.74708,,
1364,0.82245,0.80721,,
1365,0.87281,0.82115,,
1366,0.76297,0.80589,,
1367,1.00258,0.79669,,
1368,0.66421,0.82705,,
1369,0.69549,0.83551,,
1370,1.09543,0.74369,,
1371,1.08782,0.78926,,
1372,0.84477,0.81892,,
1373,0.88712,0.82024,,
1374,0.79448,0.83885,,
1375,0.74399,0.83542,,
1376,0.93206,0.76835,,
1377,0.95154,0.80405,,
1378,0.77213,0.81898,,
1379,0.83122,0.80324,,
1380,0.96511,0.79195,,
1381,0.9807,0.79296,,
1382,1.07635,0.77751,,
1383,0.89811,0.80303,,
1384,0.84153,0.82333,,
1385,0.85095,0.82022,,
1386,0.79282,0.81489,,
1387,0.94264,0.77547,,
1388,1.00471,0.8125,,
1389,1.0019,0.77639,,
1390,1.00231,0.78501,,
1391,1.07161,0.75112,,
1392,0.73979,0.81629,,
1393,0.91508,0.80769,,
1394,0.77348,0.82178,,
1395,0.8244,0.82294,,
1396,0.77377,0.82435,,
1397,0.83886,0.82546,,
1398,0.85688,0.79255,,
1399,0.81583,0.80778,,
1400,0.52473,0.88382,,
1401,0.92984,0.78511,1.61693,0.56371
1402,0.82094,0.82278,,
1403,0.8103,0.81772,,
1404,0.67853,0.83946,,
1405,0.82389,0.80282,,
1406,0.78927,0.84064,,
1407,0.72836,0.82922,,
1408,1.00043,0.77596,,
1409,0.67007,0.84924,,
1410,0.84516,0.80367,,
1411,0.70004,0.85422,,
1412,0.93896,0.79232,,
1413,0.99307,0.75599,,
1414,0.90067,0.80071,,
1415,0.75546,0.82704,,
1416,0.8552,0.79745,,
1417,0.99441,0.79536,,
1418,0.8894,0.78603,,
1419,0.76588,0.83824,,
1420,0.92009,0.78794,,
1421,0.92472,0.78455,,
1422,0.83438,0.8057,,
1423,0.88954,0.79144,,
1424,0.92903,0.78867,,
1425,0.78389,0.81573,,
1426,0.75003,0.81986,,
1427,0.88204,0.79185,,
1428,0.84524,0.80893,,
1429,0.82688,0.80684,,
1430,1.06445,0.77958,,
1431,0.60661,0.85463,,
1432,0.8707,0.79741,,
1433,0.98848,0.7793,,
1434,0.99666,0.7747,,
1435,1.0399,0.77698,,
1436,0.81532,0.80591,,
1437,0.99165,0.78484,,
1438,0.76809,0.82862,,
1439,0.75645,0.84,,
1440,0.67093,0.83607,,
1441,1.08688,0.76705,,
1442,0.89037,0.7989,,
1443,0.79409,0.81915,,
1444,0.68057,0.81714,,
1445,0.83651,0.80034,,
1446,0.76022,0.8178,,
1447,0.81196,0.82385,,
1448,0.78918,0.83039,,
1449,0.67567,0.8381,,
1450,0.90387,0.80431,,
1451,1.08564,0.79412,,
1452,0.82346,0.7774,,
1453,0.59687,0.86069,,
1454,0.94482,0.78,,
1455,0.67203,0.84615,,
1456,0.70438,0.84346,,
1457,0.75017,0.83681,,
1458,0.78805,0.81874,,
1459,0.98775,0.76653,,
1460,0.7597,0.83462,,
1461,0.70676,0.83224,,
1462,0.92302,0.80926,,
1463,0.87355,0.78571,,
1464,0.82994,0.80372,,
1465,0.64541,0.86092,,
1466,0.87629,0.81264,,
1467,0.98126,0.79062,,
1468,0.85892,0.80269,,
1469,0.82038,0.80123,,
1470,0.82685,0.80897,,
1471,0.82144,0.79458,,
1472,0.87098,0.8119,,
1473,0.84083,0.83218,,
1474,0.76487,0.81198,,
1475,0.64115,0.84008,,
1476,0.77164,0.82162,,
1477,0.88811,0.79778,,
1478,0.80886,0.79412,,
1479,0.9684,0.77909,,
1480,0.89503,0.78588,,
1481,0.93216,0.7828,,
1482,0.79058,0.79783,,
1483,0.85318,0.78839,,
1484,0.86995,0.79239,,
1485,0.80173,0.82163,,
1486,0.78091,0.82549,,
1487,0.95077,0.79406,,
1488,0.79386,0.82957,,
1489,0.82964,0.81416,,
1490,0.81817,0.83213,,
1491,0.80019,0.79793,,
1492,0.92157,0.79449,,
1493,0.95592,0.7823,,
1494,0.80711,0.81176,,
1495,1.21383,0.73921,,
1496,0.97447,0.80568,,
1497,1.10228,0.77322,,
1498,0.75375,0.81584,,
1499,0.80871,0.78629,,
1500,0.97295,0.81,,
1501,0.75296,0.826,1.68718,0.5509
1502,0.67943,0.82524,,
1503,0.898,0.79848,,
1504,0.64134,0.85714,,
1505,0.75147,0.83877,,
1506,0.75807,0.8044,,
1507,0.93588,0.79749,,
1508,0.70586,0.81716,,
1509,0.87791,0.78947,,
1510,0.94188,0.7759,,
1511,1.02637,0.78049,,
1512,0.68048,0.85381,,
1513,0.70362,0.83333,,
1514,0.86676,0.8046,,
1515,0.73302,0.83156,,
1516,0.89689,0.7899,,
1517,0.90923,0.7921,,
1518,0.62605,0.82803,,
1519,0.90257,0.78043,,
1520,0.82188,0.81439,,
1521,1.03877,0.76019,,
1522,0.95859,0.80608,,
1523,0.81755,0.81481,,
1524,0.7514,0.82374,,
1525,0.79175,0.83084,,
1526,0.88155,0.78685,,
1527,1.16242,0.77555,,
1528,0.79539,0.82519,,
1529,0.86247,0.79769,,
1530,0.95208,0.77176,,
1531,0.90582,0.80742,,
1532,0.71547,0.81535,,
1533,0.83406,0.81226,,
1534,0.84589,0.80497,,
1535,0.84419,0.80156,,
1536,0.95111,0.77326,,
1537,0.87712,0.79779,,
1538,0.67174,0.84018,,
1539,0.89871,0.79598,,
1540,1.06485,0.76181,,
1541,1.06874,0.78005,,
1542,0.89114,0.81667,,
1543,0.74437,0.81304,,
1544,0.83732,0.80631,,
1545,0.6849,0.85239,,
1546,0.79217,0.83741,,
1547,0.93138,0.76522,,
1548,0.75086,0.81296,,
1549,1.0427,0.78676,,
1550,0.85192,0.82651,,
1551,0.74269,0.80483,,
1552,0.7972,0.81314,,
1553,0.76874,0.82033,,
1554,0.79951,0.79231,,
